,image_link,group_id,entity_name,entity_value,numeric_value,unit
64,https://m.media-amazon.com/images/I/31qtbpP9QmL.jpg,801829,maximum_weight_recommendation,500 pound,500.0,pound
65,https://m.media-amazon.com/images/I/61orpGdoQ-L.jpg,752266,wattage,40.0 watt,40.0,watt
66,https://m.media-amazon.com/images/I/61+8J0eJqwL.jpg,311997,height,8.0 centimetre,8.0,centimetre
67,https://m.media-amazon.com/images/I/61rmKKkXnYL.jpg,709627,voltage,20.0 volt,20.0,volt
68,https://m.media-amazon.com/images/I/51Nw3x5-udL.jpg,462731,depth,7.3 inch,7.3,inch
69,https://m.media-amazon.com/images/I/51dqdczGAqL.jpg,106003,height,4.7 centimetre,4.7,centimetre
70,https://m.media-amazon.com/images/I/41IG7yHF3CL.jpg,107694,width,18.0 centimetre,18.0,centimetre
71,https://m.media-amazon.com/images/I/61-8NF2czcL.jpg,784538,depth,25.0 inch,25.0,inch
72,https://m.media-amazon.com/images/I/81SB1-eBhmL.jpg,281678,item_volume,8.0 fluid ounce,8.0,fluid ounce
73,https://m.media-amazon.com/images/I/61ahFXFonKL.jpg,709627,voltage,8.0 volt,8.0,volt
74,https://m.media-amazon.com/images/I/618JdAbW-RL.jpg,883361,depth,16.92 inch,16.92,inch
75,https://m.media-amazon.com/images/I/61iewqfqF9L.jpg,675317,item_weight,158.0 gram,158.0,gram
76,https://m.media-amazon.com/images/I/61BqjAbB19L.jpg,403664,width,6.6 centimetre,6.6,centimetre
77,https://m.media-amazon.com/images/I/61OvIsAn4hL.jpg,120219,maximum_weight_recommendation,15.0 pound,15.0,pound
78,https://m.media-amazon.com/images/I/71KkaeYz52L.jpg,752266,wattage,15.0 watt,15.0,watt
79,https://m.media-amazon.com/images/I/71aL4RnMN4S.jpg,254449,item_volume,59.4 gallon,59.4,gallon
80,https://m.media-amazon.com/images/I/81aW9Fc7BRL.jpg,459516,item_volume,2.0 fluid ounce,2.0,fluid ounce
81,https://m.media-amazon.com/images/I/91gAv2pBCvL.jpg,271537,voltage,230.0 volt,230.0,volt
82,https://m.media-amazon.com/images/I/41I4g4xHjcL.jpg,281678,item_volume,300.0 millilitre,300.0,millilitre
83,https://m.media-amazon.com/images/I/41j3TzE1i6L.jpg,849273,depth,20.0 centimetre,20.0,centimetre
84,https://m.media-amazon.com/images/I/51LHnL-8yWL.jpg,243137,width,4.0 foot,4.0,foot
85,https://m.media-amazon.com/images/I/61DMDyued+S.jpg,237000,width,30.0 centimetre,30.0,centimetre
86,https://m.media-amazon.com/images/I/71PDCcMEhZL.jpg,459516,item_volume,30.0 millilitre,30.0,millilitre
87,https://m.media-amazon.com/images/I/31zq7+KuRmL.jpg,599772,height,2.25 inch,2.25,inch
88,https://m.media-amazon.com/images/I/41YvX+VjpjL.jpg,416664,wattage,40.0 watt,40.0,watt
89,https://m.media-amazon.com/images/I/81gspORE8AL.jpg,308856,item_weight,350 gram,350.0,gram
90,https://m.media-amazon.com/images/I/61s-S7NW-RL.jpg,884560,item_weight,100.0 gram,100.0,gram
91,https://m.media-amazon.com/images/I/61EKoDsetyL.jpg,709627,voltage,14.8 volt,14.8,volt
92,https://m.media-amazon.com/images/I/515v7xDv5sL.jpg,752266,wattage,3.0 watt,3.0,watt
93,https://m.media-amazon.com/images/I/5112yPX9lNL.jpg,434825,width,250.0 millimetre,250.0,millimetre
94,https://m.media-amazon.com/images/I/615tiFkNAAL.jpg,488883,maximum_weight_recommendation,300 kilogram,300.0,kilogram
95,https://m.media-amazon.com/images/I/51-yfhkfaSL.jpg,916768,width,13.0 centimetre,13.0,centimetre
96,https://m.media-amazon.com/images/I/51F-adyY9NL.jpg,630869,depth,23.0 centimetre,23.0,centimetre
97,https://m.media-amazon.com/images/I/61yvZbhesiL.jpg,916768,item_volume,4.2 litre,4.2,litre
98,https://m.media-amazon.com/images/I/71eeXUlgQ2S.jpg,120219,maximum_weight_recommendation,11.0 pound,11.0,pound
99,https://m.media-amazon.com/images/I/613VWOzh7BL.jpg,351134,height,40.0 centimetre,40.0,centimetre
100,https://m.media-amazon.com/images/I/71GUWPpa+zL.jpg,459516,item_volume,250.0 millilitre,250.0,millilitre
101,https://m.media-amazon.com/images/I/51JaTCh20GL.jpg,271537,voltage,120.0 volt,120.0,volt
102,https://m.media-amazon.com/images/I/51zQkR8vcHS.jpg,970563,height,30.0 centimetre,30.0,centimetre
103,https://m.media-amazon.com/images/I/6133VpKRt1L.jpg,292475,height,6.3 centimetre,6.3,centimetre
104,https://m.media-amazon.com/images/I/817i20OF8nL.jpg,524635,item_weight,262.0 milligram,262.0,milligram
105,https://m.media-amazon.com/images/I/51B0wffJdNL.jpg,675317,width,22.0 millimetre,22.0,millimetre
106,https://m.media-amazon.com/images/I/611vcpN+2-L.jpg,630390,item_weight,1 kilogram,1.0,kilogram
107,https://m.media-amazon.com/images/I/41zUtiFFFVL.jpg,579652,width,71.5 centimetre,71.5,centimetre
108,https://m.media-amazon.com/images/I/71CqCpfmbeL.jpg,630390,item_weight,80.0 gram,80.0,gram
109,https://m.media-amazon.com/images/I/81h8JO5JlPL.jpg,179080,voltage,36.0 volt,36.0,volt
110,https://m.media-amazon.com/images/I/91nlZ6SnzTS.jpg,318770,wattage,100.0 watt,100.0,watt
111,https://m.media-amazon.com/images/I/61+TYWUYc-L.jpg,681445,width,5.0 inch,5.0,inch
112,https://m.media-amazon.com/images/I/71RVggUHMSL.jpg,918474,maximum_weight_recommendation,330 pound,330.0,pound
113,https://m.media-amazon.com/images/I/51Be6MPdLLL.jpg,752266,voltage,220.0 volt,220.0,volt
114,https://m.media-amazon.com/images/I/51xVMJXeyUL.jpg,318770,wattage,15.0 watt,15.0,watt
115,https://m.media-amazon.com/images/I/61MhPv8yB1L.jpg,459516,item_volume,15.0 millilitre,15.0,millilitre
116,https://m.media-amazon.com/images/I/81nth+jD0kL.jpg,611510,maximum_weight_recommendation,110 kilogram,110.0,kilogram
117,https://m.media-amazon.com/images/I/91NLl3XP4bL.jpg,952353,voltage,22.0 volt,22.0,volt
118,https://m.media-amazon.com/images/I/51SM9TBLvhL.jpg,478357,height,30.0 inch,30.0,inch
119,https://m.media-amazon.com/images/I/61masTooqHL.jpg,648011,wattage,0.315 watt,0.315,watt
120,https://m.media-amazon.com/images/I/81s03GA-JZL.jpg,918474,maximum_weight_recommendation,600 pound,600.0,pound
121,https://m.media-amazon.com/images/I/61r+IHH1+aL.jpg,752266,wattage,80.0 watt,80.0,watt
122,https://m.media-amazon.com/images/I/61Jr4rPXyXL.jpg,271537,voltage,21.0 volt,21.0,volt
123,https://m.media-amazon.com/images/I/51VToccQ0TL.jpg,267182,voltage,12.0 volt,12.0,volt
124,https://m.media-amazon.com/images/I/51q327TF6jL.jpg,132401,depth,6.7 inch,6.7,inch
125,https://m.media-amazon.com/images/I/716AEwh51vL.jpg,955292,wattage,120.0 watt,120.0,watt
126,https://m.media-amazon.com/images/I/51A4cJn1vfL.jpg,709627,voltage,5.0 volt,5.0,volt
127,https://m.media-amazon.com/images/I/61N-OY-u+pL.jpg,308856,item_weight,3.2 kilogram,3.2,kilogram
128,https://m.media-amazon.com/images/I/41yG6r50SGL.jpg,477578,item_weight,47.0 gram,47.0,gram
129,https://m.media-amazon.com/images/I/71welVOdbIL.jpg,179080,voltage,48.0 volt,48.0,volt
130,https://m.media-amazon.com/images/I/518Xkzc6L5L.jpg,681445,height,23.0 centimetre,23.0,centimetre
131,https://m.media-amazon.com/images/I/61DuL0vzMuL.jpg,929999,item_weight,360.0 gram,360.0,gram
132,https://m.media-amazon.com/images/I/71VLVVgZKkL.jpg,709627,voltage,20.0 volt,20.0,volt
133,https://m.media-amazon.com/images/I/51r+jeSLjQL.jpg,816782,depth,47.0 inch,47.0,inch
134,https://m.media-amazon.com/images/I/51F6tCMdHYL.jpg,594224,height,6.0 centimetre,6.0,centimetre
135,https://m.media-amazon.com/images/I/71gvo25y9nL.jpg,709627,voltage,14.4 volt,14.4,volt
136,https://m.media-amazon.com/images/I/419Fs8KVl8L.jpg,970563,height,30.0 centimetre,30.0,centimetre
137,https://m.media-amazon.com/images/I/91yy3l1QZrL.jpg,558374,item_weight,9 gram,9.0,gram
138,https://m.media-amazon.com/images/I/813S0Jy2huL.jpg,254449,item_volume,60.0 millilitre,60.0,millilitre
139,https://m.media-amazon.com/images/I/61xxdPzuIyL.jpg,630390,item_weight,400 gram,400.0,gram
140,https://m.media-amazon.com/images/I/51SKVcnugQL.jpg,783898,depth,19.0 inch,19.0,inch
141,https://m.media-amazon.com/images/I/71CD6xNIAfL.jpg,801829,maximum_weight_recommendation,150 kilogram,150.0,kilogram
142,https://m.media-amazon.com/images/I/814yId+u-nL.jpg,752266,wattage,300.0 watt,300.0,watt
143,https://m.media-amazon.com/images/I/51y9TyNzmBL.jpg,460806,depth,82.0 millimetre,82.0,millimetre
144,https://m.media-amazon.com/images/I/516ZQukDnGL.jpg,966823,height,5.3 centimetre,5.3,centimetre
145,https://m.media-amazon.com/images/I/51z4sBL0G8L.jpg,140266,width,8.5 inch,8.5,inch
146,https://m.media-amazon.com/images/I/51RtHrOTitL.jpg,284992,depth,30.0 centimetre,30.0,centimetre
147,https://m.media-amazon.com/images/I/51NpLbrlIsL.jpg,916768,depth,285.0 millimetre,285.0,millimetre
148,https://m.media-amazon.com/images/I/71a7nC6+aAL.jpg,917343,item_weight,770.0 gram,770.0,gram
149,https://m.media-amazon.com/images/I/81JL4gxP3tL.jpg,752266,wattage,30.0 watt,30.0,watt
150,https://m.media-amazon.com/images/I/71FJZRhO76L.jpg,752266,wattage,50.0 watt,50.0,watt
151,https://m.media-amazon.com/images/I/71cn4to3ipL.jpg,120219,maximum_weight_recommendation,45.0 gram,45.0,gram
152,https://m.media-amazon.com/images/I/61E6Wcp2efL.jpg,354796,depth,2.1 metre,2.1,metre
153,https://m.media-amazon.com/images/I/71OiB7+G31S.jpg,752266,wattage,45.0 watt,45.0,watt
154,https://m.media-amazon.com/images/I/618HE9NWQLL.jpg,929999,item_weight,195 gram,195.0,gram
155,https://m.media-amazon.com/images/I/712-C-0ExkL.jpg,271537,voltage,120.0 volt,120.0,volt
156,https://m.media-amazon.com/images/I/51u3YUS2B9L.jpg,949192,height,240.0 centimetre,240.0,centimetre
157,https://m.media-amazon.com/images/I/613hDzhsZ7L.jpg,843434,height,25.0 centimetre,25.0,centimetre
158,https://m.media-amazon.com/images/I/81FvMaZUUcL.jpg,731432,item_weight,2 kilogram,2.0,kilogram
159,https://m.media-amazon.com/images/I/51Jda6ffYeL.jpg,675317,item_weight,75 gram,75.0,gram
160,https://m.media-amazon.com/images/I/61DQIg6RTqL.jpg,254449,item_volume,4.0 fluid ounce,4.0,fluid ounce
161,https://m.media-amazon.com/images/I/7119g2jhxmL.jpg,254449,item_weight,1000.0 milligram,1000.0,milligram
162,https://m.media-amazon.com/images/I/71kIjXJjKWL.jpg,271537,voltage,115.0 volt,115.0,volt
163,https://m.media-amazon.com/images/I/51vgsxzMHuL.jpg,675317,width,68.0 millimetre,68.0,millimetre
164,https://m.media-amazon.com/images/I/81BNiZ7t4lL.jpg,179080,voltage,36.0 volt,36.0,volt
165,https://m.media-amazon.com/images/I/51RaQ7beGWL.jpg,302672,width,92.0 millimetre,92.0,millimetre
166,https://m.media-amazon.com/images/I/619iXnmzzXL.jpg,308430,width,18.5 centimetre,18.5,centimetre
167,https://m.media-amazon.com/images/I/71gCHCvXZ9L.jpg,156839,maximum_weight_recommendation,44 pound,44.0,pound
168,https://m.media-amazon.com/images/I/31Qla3Urr2L.jpg,120569,item_volume,150.0 millilitre,150.0,millilitre
169,https://m.media-amazon.com/images/I/51xgli0SZGL.jpg,752266,depth,32.0 centimetre,32.0,centimetre
170,https://m.media-amazon.com/images/I/81Olzqgi0aL.jpg,459516,item_volume,2.0 fluid ounce,2.0,fluid ounce
171,https://m.media-amazon.com/images/I/81Mbh1mT7iL.jpg,150913,item_weight,4.9 kilogram,4.9,kilogram
172,https://m.media-amazon.com/images/I/612qhiNi-7L.jpg,648011,height,48.5 millimetre,48.5,millimetre
173,https://m.media-amazon.com/images/I/71xYBIzrAkL.jpg,866516,item_weight,200.0 gram,200.0,gram
174,https://m.media-amazon.com/images/I/51JgnRShewS.jpg,658892,width,1.12 inch,1.12,inch
175,https://m.media-amazon.com/images/I/71I6gRPPdwL.jpg,731432,item_weight,30.0 gram,30.0,gram
176,https://m.media-amazon.com/images/I/51jPdmfCTsL.jpg,149159,item_weight,5.0 kilogram,5.0,kilogram
177,https://m.media-amazon.com/images/I/71iI1c7GvhL.jpg,140266,voltage,8.7 volt,8.7,volt
178,https://m.media-amazon.com/images/I/71SHiEWi+US.jpg,611510,maximum_weight_recommendation,250 pound,250.0,pound
179,https://m.media-amazon.com/images/I/71b+lC6dx3L.jpg,416664,wattage,0.5 watt,0.5,watt
180,https://m.media-amazon.com/images/I/51iz3OUlUNL.jpg,558832,width,10.0 centimetre,10.0,centimetre
181,https://m.media-amazon.com/images/I/81pnz12Ds0L.jpg,731432,item_weight,207.0 gram,207.0,gram
182,https://m.media-amazon.com/images/I/71SNXz+jAML.jpg,459516,item_volume,8.0 fluid ounce,8.0,fluid ounce
183,https://m.media-amazon.com/images/I/51Cxq+47IwL.jpg,271537,voltage,12.0 volt,12.0,volt
184,https://m.media-amazon.com/images/I/61qeWK8km9L.jpg,641642,voltage,12.0 volt,12.0,volt
185,https://m.media-amazon.com/images/I/51ilPiWx3aL.jpg,641642,voltage,1.5 volt,1.5,volt
186,https://m.media-amazon.com/images/I/71-dcJuM1wL.jpg,179080,voltage,48.0 volt,48.0,volt
187,https://m.media-amazon.com/images/I/81X0QXx0v4L.jpg,752266,wattage,15.0 watt,15.0,watt
188,https://m.media-amazon.com/images/I/61+ROwWa-XL.jpg,658003,maximum_weight_recommendation,4.2 pound,4.2,pound
189,https://m.media-amazon.com/images/I/71JU0cI5tnL.jpg,459516,item_volume,5.0 millilitre,5.0,millilitre
190,https://m.media-amazon.com/images/I/618dK4DNR9L.jpg,347830,height,10.0 millimetre,10.0,millimetre
191,https://m.media-amazon.com/images/I/81CmMqjJvmL.jpg,459516,item_weight,3000 milligram,3000.0,milligram
192,https://m.media-amazon.com/images/I/71yzJGiLLbL.jpg,731432,item_weight,23.5 gram,23.5,gram
193,https://m.media-amazon.com/images/I/61NE38dga-L.jpg,416664,wattage,0.4 watt,0.4,watt
194,https://m.media-amazon.com/images/I/61u4jzui1XL.jpg,369753,item_volume,23.0 fluid ounce,23.0,fluid ounce
195,https://m.media-amazon.com/images/I/618nylbv80L.jpg,916768,item_weight,1.1 kilogram,1.1,kilogram
196,https://m.media-amazon.com/images/I/61EeFtuI2+L.jpg,120219,maximum_weight_recommendation,4.0 ton,4.0,ton
197,https://m.media-amazon.com/images/I/61TsK26efdL.jpg,752266,wattage,60.0 watt,60.0,watt
198,https://m.media-amazon.com/images/I/51MQOd95fnL.jpg,464488,height,6.42 inch,6.42,inch
199,https://m.media-amazon.com/images/I/71xMnmrC0RL.jpg,459516,item_volume,5000.0 millilitre,5000.0,millilitre
200,https://m.media-amazon.com/images/I/31lvPd-n3ML.jpg,884560,item_volume,300.0 millilitre,300.0,millilitre
201,https://m.media-amazon.com/images/I/71SVJVoIOJL.jpg,267182,voltage,12.0 volt,12.0,volt
202,https://m.media-amazon.com/images/I/611skKtaSUL.jpg,916768,width,31.0 centimetre,31.0,centimetre
203,https://m.media-amazon.com/images/I/613qs6ZXBwL.jpg,178778,depth,4.0 inch,4.0,inch
204,https://m.media-amazon.com/images/I/51zOb69Bd0L.jpg,589105,item_weight,1.4 kilogram,1.4,kilogram
205,https://m.media-amazon.com/images/I/41Wn4xjZkyL.jpg,501250,width,85.0 centimetre,85.0,centimetre
206,https://m.media-amazon.com/images/I/71rQdl7TAlL.jpg,271537,voltage,120.0 volt,120.0,volt
207,https://m.media-amazon.com/images/I/61QJhGS2j9L.jpg,120219,maximum_weight_recommendation,4.0 gram,4.0,gram
208,https://m.media-amazon.com/images/I/71p4Wrw9aHL.jpg,281678,item_volume,16.0 fluid ounce,16.0,fluid ounce
209,https://m.media-amazon.com/images/I/51SrW5f2rPL.jpg,801829,maximum_weight_recommendation,150 kilogram,150.0,kilogram
210,https://m.media-amazon.com/images/I/619M6+H3IAL.jpg,849273,depth,130.0 millimetre,130.0,millimetre
211,https://m.media-amazon.com/images/I/61NPJu6qv3L.jpg,916768,item_volume,175.0 millilitre,175.0,millilitre
212,https://m.media-amazon.com/images/I/91S-VzuGtXL.jpg,459516,item_volume,500.0 cubic inch,500.0,cubic inch
213,https://m.media-amazon.com/images/I/61wYfyC2XkL.jpg,704724,maximum_weight_recommendation,140 kilogram,140.0,kilogram
214,https://m.media-amazon.com/images/I/410b3jYzppL.jpg,752266,depth,24.0 centimetre,24.0,centimetre
215,https://m.media-amazon.com/images/I/619mQi8-+NL.jpg,906725,depth,11.5 centimetre,11.5,centimetre
216,https://m.media-amazon.com/images/I/71Ot9jATToL.jpg,459516,item_volume,500.0 millilitre,500.0,millilitre
217,https://m.media-amazon.com/images/I/81UKU3kB-WL.jpg,459516,item_volume,1.0 fluid ounce,1.0,fluid ounce
218,https://m.media-amazon.com/images/I/71uSJqhLnlL.jpg,648011,wattage,220.0 watt,220.0,watt
219,https://m.media-amazon.com/images/I/61GI3hGCKAL.jpg,416664,wattage,40.0 watt,40.0,watt
220,https://m.media-amazon.com/images/I/71aRWIN3oGL.jpg,462757,maximum_weight_recommendation,115 kilogram,115.0,kilogram
221,https://m.media-amazon.com/images/I/51pjEjyOnOL.jpg,945489,width,5.4 centimetre,5.4,centimetre
222,https://m.media-amazon.com/images/I/81Dd0rc-FXL.jpg,459516,item_volume,200.0 millilitre,200.0,millilitre
223,https://m.media-amazon.com/images/I/610gqyDB8aL.jpg,752266,height,25.59 inch,25.59,inch
224,https://m.media-amazon.com/images/I/51HE6GYHQWL.jpg,243137,depth,30.0 centimetre,30.0,centimetre
225,https://m.media-amazon.com/images/I/71Mef6DJa7L.jpg,969033,maximum_weight_recommendation,15 kilogram,15.0,kilogram
226,https://m.media-amazon.com/images/I/715axvpLOwL.jpg,150913,maximum_weight_recommendation,8.9 kilogram,8.9,kilogram
227,https://m.media-amazon.com/images/I/616A5k58nhL.jpg,844474,height,43.0 centimetre,43.0,centimetre
228,https://m.media-amazon.com/images/I/81tBoEZ+xKL.jpg,369753,item_volume,0.33 fluid ounce,0.33,fluid ounce
229,https://m.media-amazon.com/images/I/512G1o7wqeL.jpg,483370,height,26.0 centimetre,26.0,centimetre
230,https://m.media-amazon.com/images/I/71bQdThJEUL.jpg,459516,item_volume,1.0 fluid ounce,1.0,fluid ounce
231,https://m.media-amazon.com/images/I/51xgdb8Uj1L.jpg,306026,width,21.5 centimetre,21.5,centimetre
232,https://m.media-amazon.com/images/I/71ZS5bgyScL.jpg,179080,voltage,48.0 volt,48.0,volt
233,https://m.media-amazon.com/images/I/61P4yL5sq+L.jpg,375816,item_weight,500.0 gram,500.0,gram
234,https://m.media-amazon.com/images/I/713v2ZCPMxL.jpg,179080,voltage,48.2 volt,48.2,volt
235,https://m.media-amazon.com/images/I/71LRVkBMrYL.jpg,120219,maximum_weight_recommendation,666.0 gram,666.0,gram
236,https://m.media-amazon.com/images/I/71X7fNvPLaL.jpg,752266,wattage,200.0 watt,200.0,watt
237,https://m.media-amazon.com/images/I/61h3t+Ew04L.jpg,449021,item_weight,12.0 ounce,12.0,ounce
238,https://m.media-amazon.com/images/I/41zberHOvgL.jpg,219199,depth,16.0 centimetre,16.0,centimetre
239,https://m.media-amazon.com/images/I/71l+rwfKZpL.jpg,801829,maximum_weight_recommendation,400 pound,400.0,pound
240,https://m.media-amazon.com/images/I/713zrQW6l2L.jpg,955292,wattage,87.0 watt,87.0,watt
241,https://m.media-amazon.com/images/I/81D-BM4LLaL.jpg,179080,wattage,250.0 watt,250.0,watt
242,https://m.media-amazon.com/images/I/61m3-HGEaXL.jpg,983323,voltage,5.0 volt,5.0,volt
243,https://m.media-amazon.com/images/I/61Fy7vevHrL.jpg,957050,wattage,75.0 watt,75.0,watt
244,https://m.media-amazon.com/images/I/61-L4dg+3OL.jpg,939129,height,30.0 centimetre,30.0,centimetre
245,https://m.media-amazon.com/images/I/7136MqXmKCL.jpg,752266,wattage,50.0 watt,50.0,watt
246,https://m.media-amazon.com/images/I/61zQgJZOcGL.jpg,120219,maximum_weight_recommendation,15.0 kilogram,15.0,kilogram
247,https://m.media-amazon.com/images/I/41DnodtBU1L.jpg,522832,width,200.0 centimetre,200.0,centimetre
248,https://m.media-amazon.com/images/I/511FrKGR+IL.jpg,667819,depth,3.5 inch,3.5,inch
